"","counts_bg","counts_fg","freq_bg","freq_fg","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"DEFA6",2217,14,3.58557459779055e-05,3.05849988358039e-07,1733,-6.46913195942039,0,0
"DEFA5",6900,62,0.000111594337955592,1.35447851987131e-06,4016,-6.26291025341166,0,0
"FABP6",528,11,8.53939281747142e-06,2.40310705138459e-07,470,-4.66600548241992,0,0
"REG3A",1217,36,1.96826535205733e-05,7.86471398634957e-07,1084,-4.48001805852732,0,0
"PRSS2",363,13,5.8708325620116e-06,2.84003560618179e-07,337,-3.95874051897915,0,0
"FABP2",174,5,2.81411808757581e-06,1.092321386993e-07,174,-3.79988296419934,0,0
"PCK1",102,4,1.64965543064789e-06,8.73857109594396e-08,106,-3.22298798205985,0,0
"PHGR1",1284,98,2.07662507152146e-05,2.14094991850627e-06,1192,-3.21898908529796,0,0
"ALDOB",138,7,2.23188675911185e-06,1.52924994179019e-07,138,-3.20471621317428,0,0
"FABP1",276,19,4.46377351822369e-06,4.15082127057338e-07,282,-3.14735281256939,0,0
"FCER1A",1590,134,2.57152170071582e-05,2.92742131714123e-06,406,-3.09206035590292,0,0
"PRAP1",403,31,6.51775626030489e-06,6.77239259935657e-07,406,-3.08991147514808,0,0
"DMBT1",212,15,3.42869560095443e-06,3.27696416097899e-07,215,-3.04447595973698,0,0
"SPINK4",2191,193,3.54352455740149e-05,4.21636055379296e-06,1854,-3.0413633833622,0,0
"IL2",1369,121,2.21409635740878e-05,2.64341775652305e-06,984,-3.01917306138891,0,0
"REG1B",380,32,6.14577513378625e-06,6.99085687675517e-07,375,-2.96645850919224,0,0
"PLA2G2A",301,28,4.868100829657e-06,6.11699976716077e-07,317,-2.80335336006562,0,0
"TFF3",2207,234,3.56940150533322e-05,5.11206409112722e-06,1837,-2.77979165199342,0,0
"APOA1",147,12,2.37744459122784e-06,2.62157132878319e-07,152,-2.77416509613274,0,0
"KRT20",133,11,2.15102129682519e-06,2.40310705138459e-07,139,-2.72565526621644,0,0
"CLCA1",329,34,5.3209474184623e-06,7.42778543155237e-07,347,-2.68531952406136,0,0
"OLFM4",931,105,1.50571490777763e-05,2.29387491268529e-06,899,-2.6625787470601,0,0
"FCGBP",224,23,3.62277271044242e-06,5.02467838016778e-07,243,-2.627421404749,0,0
"CD207",279,30,4.51229279559569e-06,6.55392832195797e-07,149,-2.6101851009969,0,0
"XIST",20971,2563,0.000339165921922714,5.59923942972609e-05,11115,-2.59653945293185,0,0
"ARL14",145,14,2.34509840631317e-06,3.05849988358039e-07,154,-2.59087405232946,0,0
"CCR9",370,42,5.98404420921292e-06,9.17549965074116e-07,386,-2.57993099899024,0,0
"KRT19",570,68,9.21866270067937e-06,1.48555708631047e-06,597,-2.55513311087885,0,0
"FXYD3",241,28,3.89771528221707e-06,6.11699976716077e-07,259,-2.48983463293856,0,0
"VSIG4",801,102,1.29546470583231e-05,2.22833562946571e-06,415,-2.48719251112249,0,0
"SMIM22",179,20,2.89498354986247e-06,4.36928554797198e-07,193,-2.47974604185125,0,0
"AGR3",155,17,2.5068293308865e-06,3.71389271577618e-07,169,-2.46730530317088,0,0
"CLDN4",451,57,7.29406469825683e-06,1.24524638117201e-06,487,-2.45849724137453,0,0
"CDH17",139,15,2.24805985156918e-06,3.27696416097899e-07,126,-2.45681015967348,0,0
"HOXA5",343,43,5.54737071286495e-06,9.39396392813976e-07,249,-2.44183338059091,0,0
"PIGR",1034,139,1.67229776008815e-05,3.03665345584053e-06,1053,-2.42313502846756,0,0
"TNFSF9",293,37,4.73871608999834e-06,8.08317826374816e-07,311,-2.41335519262269,0,0
"SPINK1",344,45,5.56354380532229e-06,9.83089248293696e-07,357,-2.38655293374411,0,0
"GPX2",282,37,4.56081207296769e-06,8.08317826374816e-07,303,-2.35931224418898,0,0
"LL22NC03-75H12.2",138,17,2.23188675911185e-06,3.71389271577618e-07,146,-2.30650690065297,0,0
"CACNA2D3",284,40,4.59315825788235e-06,8.73857109594396e-07,232,-2.2687770985636,0,0
"AC129778.2",378,55,6.11342894887158e-06,1.20155352569229e-06,405,-2.25515501226165,0,0
"LGALS4",750,116,1.21298193429992e-05,2.53418561782375e-06,820,-2.21497417899561,0,0
"AMPD1",348,53,5.62823617515162e-06,1.15786067021258e-06,302,-2.18711884845673,0,0
"REG4",348,54,5.62823617515162e-06,1.17970709795243e-06,378,-2.16227733519986,0,0
"B3GALT2",353,55,5.70910163743828e-06,1.20155352569229e-06,372,-2.15808042879485,0,0
"EPCAM",437,69,7.06764140385418e-06,1.50740351405033e-06,481,-2.15676632037217,0,0
"PKP2",274,42,4.43142733330903e-06,9.17549965074116e-07,276,-2.15486591234833,0,0
"AGR2",1013,165,1.63833426592775e-05,3.60466057707688e-06,1058,-2.15359556328049,0,0
"ITLN1",145,21,2.34509840631317e-06,4.58774982537058e-07,161,-2.12955319458054,0,0
"TMEM170B",133,19,2.15102129682519e-06,4.15082127057338e-07,139,-2.12770532047366,0,0
"TSPAN8",396,64,6.40454461310356e-06,1.39817137535103e-06,436,-2.11824539390503,0,0
"MUC6",159,24,2.57152170071582e-06,5.24314265756638e-07,169,-2.09731739891912,0,0
"REG1A",3056,528,4.94249705496073e-05,1.1534913846646e-05,2516,-2.08969558918494,0,0
"CD1D",889,152,1.43778791945684e-05,3.32065701645871e-06,801,-2.0815049235318,0,0
"SPINK2",1124,195,1.81785559220414e-05,4.26005340927268e-06,897,-2.06773438352366,0,0
"NEK10",232,38,3.75215745010108e-06,8.30164254114676e-07,249,-2.05010926820945,0,0
"ADORA3",126,20,2.03780964962386e-06,4.36928554797198e-07,119,-1.99333136425183,0,0
"PGC",173,29,2.79794499511848e-06,6.33546404455937e-07,190,-1.98207007246725,0,0
"GFPT2",648,120,1.04801639123513e-05,2.62157132878319e-06,637,-1.9588502256646,0,0
"ETS1",10442,1989,0.000168879431439463,4.34525447745814e-05,8395,-1.9560187260236,0,0
"TEC",267,48,4.31821568610771e-06,1.04862853151328e-06,305,-1.94355154583324,0,0
"PXYLP1",199,36,3.21844539900911e-06,7.86471398634957e-07,233,-1.90436154716552,0,0
"LINC00299",259,49,4.18883094644905e-06,1.07047495925314e-06,242,-1.87349037989928,0,0
"ADAM23",132,24,2.13484820436785e-06,5.24314265756638e-07,143,-1.83983250655659,0,0
"MYBL1",1149,237,1.85828832334747e-05,5.1776033743468e-06,1220,-1.82376227839269,0,0
"CLEC10A",3223,674,5.21258769899818e-05,1.47244922966656e-05,998,-1.81678211682198,0,0
"CD160",679,141,1.09815297785286e-05,3.08034631132025e-06,610,-1.80090127992893,0,0
"AC131056.3",108,20,1.74669398539188e-06,4.36928554797198e-07,123,-1.78214278086252,0,0
"PLB1",130,25,2.10250201945319e-06,5.46160693496498e-07,149,-1.76917844391863,0,0
"ASIC4",184,37,2.97584901214913e-06,8.08317826374816e-07,213,-1.75971558631401,0,0
"LRRN3",273,57,4.4152542408517e-06,1.24524638117201e-06,284,-1.74693679813599,0,0
"CTD-2371O3.2",303,64,4.90044701457167e-06,1.39817137535103e-06,360,-1.73885440759636,0,0
"CD36",1046,230,1.69170547103695e-05,5.02467838016778e-06,603,-1.73144798842077,0,0
"RGPD5",815,179,1.31810703527258e-05,3.91051056543492e-06,907,-1.72751360312568,0,0
"PDK4",1435,320,2.32083876762717e-05,6.99085687675517e-06,723,-1.71681732962887,0,0
"AC008079.10",479,106,7.74691128706214e-06,2.31572134042515e-06,568,-1.69967084422895,0,0
"RP6-91H8.3",1006,227,1.62701310120762e-05,4.9591390969482e-06,889,-1.69410205737626,0,0
"MYL2",158,33,2.55534860825849e-06,7.20932115415377e-07,135,-1.69356644553212,0,0
"CLDN3",472,105,7.63369963986081e-06,2.29387491268529e-06,512,-1.69181096535378,0,0
"NKX2-3",108,22,1.74669398539188e-06,4.80621410276918e-07,106,-1.66927514085702,0,0
"TTC39C-AS1",1185,274,1.91651145619387e-05,5.98592120072161e-06,1217,-1.66244320579183,0,0
"RP11-863P13.3",222,49,3.59042652552775e-06,1.07047495925314e-06,262,-1.65669349690508,0,0
"ENAM",1522,356,2.46154467200597e-05,7.77732827539013e-06,1271,-1.64963467859042,0,0
"MRC1",1031,242,1.66744583235095e-05,5.2868355130461e-06,675,-1.63875626175324,0,0
"RP11-18H21.1",404,93,6.53392935276222e-06,2.03171777980697e-06,448,-1.63784719746159,0,0
"PRAM1",198,44,3.20227230655178e-06,9.61242820553836e-07,224,-1.63770429651272,0,0
"AC020571.3",1258,297,2.03457503113239e-05,6.48838903873839e-06,1323,-1.63380335477648,0,0
"S100P",101,21,1.63348233819056e-06,4.58774982537058e-07,117,-1.63333380253938,0,0
"RP11-405M12.3",126,27,2.03780964962386e-06,5.89853548976217e-07,135,-1.63177137577529,0,0
"AC142119.1",158,35,2.55534860825849e-06,7.64624970895097e-07,191,-1.6187548702671,0,0
"S100A14",108,23,1.74669398539188e-06,5.02467838016778e-07,128,-1.6159886858913,0,0
"KLRB1",79093,19122,0.00127917840172778,0.000417747391241601,13627,-1.61428222972042,0,0
"ELOVL6",326,76,5.27242814109031e-06,1.66032850822935e-06,382,-1.60972959478455,0,0
"GPLD1",165,37,2.66856025545982e-06,8.08317826374816e-07,184,-1.60786682185273,0,0
"DHRS3",1108,271,1.79197864427241e-05,5.92038191750203e-06,1237,-1.58165499763731,0,0
"RP11-492E3.2",683,166,1.10462221483579e-05,3.62650700481674e-06,642,-1.58065893561685,0,0
"BFSP2-AS1",209,49,3.38017632358244e-06,1.07047495925314e-06,246,-1.5720663320076,0,0
"SAP30",779,191,1.25988390242618e-05,4.17266769831324e-06,780,-1.57148758381586,0,0
"KRT8",1226,303,1.98282113526893e-05,6.61946760517755e-06,1377,-1.56839339209931,0,0
"COLQ",88,19,1.42323213624524e-06,4.15082127057338e-07,105,-1.56426143553628,0,0
"LRRC75A",564,144,9.12162414593538e-06,3.14588559453983e-06,680,-1.50640871460468,0,0
"TLR5",126,30,2.03780964962386e-06,6.55392832195797e-07,147,-1.50083440189366,0,0
"KIF5C",359,91,5.80614019218227e-06,1.98802492432725e-06,432,-1.50007666850756,0,0
"BPIFB1",137,33,2.21571366665452e-06,7.20932115415377e-07,166,-1.49612204541612,0,0
"RP13-317D12.3",555,143,8.97606631381939e-06,3.12403916679997e-06,573,-1.49319787967087,0,0
"LINC00309",1842,482,2.9790836306406e-05,1.05299781706125e-05,1042,-1.49156462809715,0,0
"TNFAIP3",41683,10972,0.000674143012898979,0.000239699005161743,16310,-1.49144299250821,0,0
"AC159540.1",1545,404,2.49874278465783e-05,8.8259568069034e-06,1808,-1.4908858318344,0,0
"ODF2L",10852,2877,0.000175510399346969,6.28521726075769e-05,8922,-1.48005020707379,0,0
"QSOX2",518,135,8.37766189289809e-06,2.94926774488109e-06,631,-1.47520359620274,0,0
"PPP1R9A",112,27,1.81138635522121e-06,5.89853548976217e-07,132,-1.47025739922885,0,0
"RP11-93B14.9",112,27,1.81138635522121e-06,5.89853548976217e-07,138,-1.47025739922885,0,0
"COL24A1",97,23,1.56878996836123e-06,5.02467838016778e-07,116,-1.46984625842611,0,0
"RUNX2",1891,503,3.05833178368152e-05,1.09887531531495e-05,2107,-1.46835733780746,0,0
"RGS18",485,127,7.84394984180613e-06,2.77449632296221e-06,503,-1.4665473284353,0,0
"CYSLTR2",159,40,2.57152170071582e-06,8.73857109594396e-07,176,-1.45587972448108,0,0
"SDPR",1058,283,1.71111318198575e-05,6.18253905038035e-06,428,-1.4539223348439,0,0
"CD1E",383,101,6.19429441115824e-06,2.20648920172585e-06,247,-1.44834612308797,0,0
"BMS1P14",99,24,1.60113615327589e-06,5.24314265756638e-07,120,-1.44615427686051,0,0
"SEPP1",3001,816,4.8535450464454e-05,1.78266850357257e-05,786,-1.43989954740626,0,0
"DENND2C",329,87,5.3209474184623e-06,1.90063921336781e-06,364,-1.43808399198028,0,0
"LINC00996",787,213,1.27282237639205e-05,4.65328910859016e-06,836,-1.43232336593219,0,0
"FANK1",287,76,4.64167753525435e-06,1.66032850822935e-06,305,-1.42955286732972,0,0
"IL7R",58139,16000,0.000940287422376838,0.000349542843837758,16357,-1.42737326540444,0,0
"PTCH1",272,72,4.39908114839437e-06,1.57294279726991e-06,253,-1.4272422722276,0,0
"IL18R1",1181,323,1.91004221921094e-05,7.05639615997475e-06,1399,-1.42383287560926,0,0
"PCDH7",130,33,2.10250201945319e-06,7.20932115415377e-07,112,-1.42380850934622,0,0
"LIF",148,38,2.39361768368517e-06,8.30164254114676e-07,157,-1.42268288731996,0,0
"IL22",1042,285,1.68523623405402e-05,6.22623190586007e-06,388,-1.42206798138963,0,0
"CTC-428H11.2",889,243,1.43778791945684e-05,5.30868194078596e-06,1082,-1.42050131641979,0,0
"KIF13B",866,237,1.40058980680497e-05,5.1776033743468e-06,1052,-1.41834368211168,0,0
"TET1",176,46,2.84646427249047e-06,1.00493567603356e-06,217,-1.41502238742819,0,0
"SPRY2",176,46,2.84646427249047e-06,1.00493567603356e-06,201,-1.41502238742819,0,0
"KIT",402,109,6.50158316784756e-06,2.38126062364473e-06,371,-1.41173876863954,0,0
"CCDC151",146,38,2.36127149877051e-06,8.30164254114676e-07,169,-1.40384640409031,0,0
"CD33",403,110,6.51775626030489e-06,2.40310705138459e-06,417,-1.40262216382108,0,0
"SLC40A1",1547,431,2.5019774031493e-05,9.41581035587962e-06,927,-1.40042506116242,0,0
"SDS",729,203,1.17901844013952e-05,4.43482483119156e-06,399,-1.39065236030902,0,0
"ELF3",339,93,5.48267834303563e-06,2.03171777980697e-06,383,-1.38894098387012,0,0
"RP11-76E17.3",264,72,4.26969640873571e-06,1.57294279726991e-06,288,-1.38514493346543,0,0
"SH3D21",249,68,4.02710002187573e-06,1.48555708631047e-06,291,-1.38013858195454,0,0
"RTN1",112,30,1.81138635522121e-06,6.55392832195797e-07,131,-1.33932042534722,0,0
"PROK2",108,29,1.74669398539188e-06,6.33546404455937e-07,125,-1.33198467855596,0,0
"RP11-356I2.4",1966,577,3.17962997711152e-05,1.26053888058992e-05,2241,-1.32794854447809,0,0
"DNASE1L3",1956,577,3.16345688465418e-05,1.26053888058992e-05,749,-1.32061471703346,0,0
"CYTH3",299,86,4.83575464474234e-06,1.87879278562795e-06,365,-1.31865013544641,0,0
"NR3C2",120,33,1.94077109487987e-06,7.20932115415377e-07,151,-1.31377953752738,0,0
"KRT86",348,101,5.62823617515162e-06,2.20648920172585e-06,296,-1.31239243797422,0,0
"FAM3D",103,28,1.66582852310522e-06,6.11699976716077e-07,125,-1.31100415800823,0,0
"HSPA4L",682,201,1.10300490559006e-05,4.39113197571184e-06,834,-1.30930892873233,0,0
"A2M-AS1",340,99,5.49885143549296e-06,2.16279634624613e-06,417,-1.3070241523417,0,0
"PNLIPRP1",162,46,2.62004097808782e-06,1.00493567603356e-06,202,-1.29966600080395,0,0
"CD101",82,22,1.32619358150124e-06,4.80621410276918e-07,101,-1.29650013927031,0,0
"PRMT9",4723,1422,7.63855156759801e-05,3.10656202460808e-05,4141,-1.29523114057956,0,0
"ARHGAP5-AS1",105,29,1.69817470801988e-06,6.33546404455937e-07,128,-1.29357305840153,0,0
"IL18",719,215,1.16284534768219e-05,4.69698196406988e-06,654,-1.28981387064914,0,0
"RP4-673M15.1",134,38,2.16719438928252e-06,8.30164254114676e-07,166,-1.28535068930018,0,0
"TXK",2835,861,4.58507171165369e-05,1.88097742840194e-05,3021,-1.28095523398934,0,0
"CHRNA1",153,44,2.47448314597183e-06,9.61242820553836e-07,179,-1.27852803167443,0,0
"JAML",5012,1527,8.10595393961491e-05,3.33594951587661e-05,3737,-1.2783449994371,0,0
"IGHV1-69-2",156,45,2.52300242334383e-06,9.83089248293696e-07,137,-1.27606701224992,3e-05,8.01786456169506e-05
"IRS2",2220,676,3.59042652552775e-05,1.47681851521453e-05,2467,-1.27593926677451,0,0
"FGF9",97,27,1.56878996836123e-06,5.89853548976217e-07,118,-1.2744403649208,0,0
"ATP10A",195,57,3.15375302917978e-06,1.24524638117201e-06,241,-1.27423432392591,0,0
"SCARNA2",188,55,3.04054138197846e-06,1.20155352569229e-06,242,-1.27077863640258,0,0
"PIP4K2A",3959,1212,6.40292730385783e-05,2.64778704207102e-05,4411,-1.27075754124145,0,0
"PRKX",2064,632,3.33812628319337e-05,1.38069423315915e-05,2409,-1.26754868919012,0,0
"MUC12",129,37,2.08632892699586e-06,8.08317826374816e-07,151,-1.26724136728199,0,0
"RP11-301L8.2",132,38,2.13484820436785e-06,8.30164254114676e-07,154,-1.26461944005075,0,0
"RP11-415F23.4",135,39,2.18336748173985e-06,8.52010681854536e-07,171,-1.26211339720413,0,0
"FRAT1",125,36,2.02163655716653e-06,7.86471398634957e-07,158,-1.25903154987869,0,0
"CSF3R",357,108,5.77379400726761e-06,2.35941419590487e-06,382,-1.25597794837159,0,0
"CPVL",2476,765,4.00445769243546e-05,1.67125172209928e-05,1009,-1.25566936380108,0,0
"PDZD7",115,33,1.85990563259321e-06,7.20932115415377e-07,143,-1.25544935916165,0,0
"FAM124B",89,25,1.43940522870257e-06,5.46160693496498e-07,110,-1.25240815462351,0,0
"SLC4A10",503,154,8.13506550603811e-06,3.36434987193843e-06,594,-1.24919548774001,0,0
"ZNF713",223,67,3.60659961798509e-06,1.46371065857061e-06,288,-1.24512269749987,0,0
"NUDT7",357,109,5.77379400726761e-06,2.38126062364473e-06,450,-1.24321939229364,0,0
"CD302",596,184,9.63916310457001e-06,4.01974270413422e-06,620,-1.24124356785794,0,0
"MS4A6A",4438,1388,7.17761843256404e-05,3.03228417029255e-05,1416,-1.24035890585445,0,0
"CCDC65",126,37,2.03780964962386e-06,8.08317826374816e-07,160,-1.23486430190198,0,0
"CTD-3051D23.4",132,39,2.13484820436785e-06,8.52010681854536e-07,164,-1.2311271776063,0,0
"RP4-594I10.3",1333,420,2.15587322456239e-05,9.17549965074116e-06,1623,-1.22345189615122,0,0
"HES2",90,26,1.4555783211599e-06,5.68007121236358e-07,116,-1.21951564671921,0,0
"AC104820.2",965,305,1.56070342213256e-05,6.66316046065727e-06,1186,-1.21564131061333,0,0
"ITSN1",303,94,4.90044701457167e-06,2.05356420754683e-06,359,-1.2153307327394,0,0
"CTD-2145A24.5",80,23,1.29384739658658e-06,5.02467838016778e-07,102,-1.21011648636191,0,0
"RP11-305L7.3",130,39,2.10250201945319e-06,8.52010681854536e-07,162,-1.21009367571808,0,0
"NCAM1",233,72,3.76833054255841e-06,1.57294279726991e-06,268,-1.20932295970551,0,0
"PRKAA2",339,106,5.48267834303563e-06,2.31572134042515e-06,435,-1.20850338907404,0,0
"SRGAP3",551,174,8.91137394399006e-06,3.80127842673562e-06,680,-1.20780012288274,0,0
"DOCK5",441,139,7.13233377368351e-06,3.03665345584053e-06,504,-1.20523511399816,0,0
"SIGLEC1",89,26,1.43940522870257e-06,5.68007121236358e-07,103,-1.20443766501581,1e-05,2.79210069444444e-05
"RBP7",394,124,6.3721984281889e-06,2.70895703974263e-06,212,-1.20422127935729,7e-05,0.000179872178949471
"C1orf132",1868,600,3.02113367102966e-05,1.31078566439159e-05,1982,-1.19846110878666,0,0
"LZTFL1",881,282,1.42484944549097e-05,6.16069262264049e-06,1090,-1.19650519015531,0,0
"ACKR3",107,32,1.73052089293455e-06,6.99085687675517e-07,102,-1.19583212030974,0.00016,0.000389804961181594
"RP4-539M6.22",107,32,1.73052089293455e-06,6.99085687675517e-07,137,-1.19583212030974,0,0
"CTC-260E6.6",178,55,2.87881045740514e-06,1.20155352569229e-06,231,-1.19450168437002,0,0
"ADHFE1",280,88,4.52846588805302e-06,1.92248564110767e-06,359,-1.19440462918853,0,0
"NEO1",215,67,3.47721487832643e-06,1.46371065857061e-06,266,-1.19386319356944,0,0
"RP5-906C1.1",116,35,1.87607872505054e-06,7.64624970895097e-07,151,-1.19249401577342,0,0
"SCML4",2421,782,3.91550568392013e-05,1.70839064925704e-05,2730,-1.19182046612177,0,0
"PARP8",3957,1281,6.39969268536636e-05,2.79852739347605e-05,4406,-1.19044131348657,0,0
"RP11-161M6.2",125,38,2.02163655716653e-06,8.30164254114676e-07,157,-1.18962013556638,0,0
"RP11-50I19.2",202,63,3.26696467638111e-06,1.37632494761117e-06,263,-1.18943828376619,0,0
"CD1C",981,316,1.58658037006429e-05,6.90347116579573e-06,689,-1.188843123723,0,0
"DUSP8",137,42,2.21571366665452e-06,9.17549965074116e-07,177,-1.18635724067302,0,0
"RP11-458F8.4",109,33,1.76286707784921e-06,7.20932115415377e-07,140,-1.18218990396779,0,0
"GPD1L",329,105,5.3209474184623e-06,2.29387491268529e-06,425,-1.17919724428422,0,0
"HIC1",384,123,6.21046750361558e-06,2.68711061200277e-06,437,-1.17897662975742,0,0
"ITGA1",1558,507,2.51976780485236e-05,1.1076138864109e-05,1556,-1.17858312146567,0,0
"TEX14",536,173,8.66877755713007e-06,3.77943199899576e-06,563,-1.17653029469083,0,0
"OAS3",481,155,7.7792574719768e-06,3.38619629967829e-06,588,-1.17640587234065,0,0
"RNF122",264,84,4.26969640873571e-06,1.83509993014823e-06,338,-1.17512497953942,0,0
"SPRY1",4643,1521,7.50916682793935e-05,3.32284165923269e-05,3302,-1.17382003313225,0,0
"PTGER4",6747,2219,0.000109119854809621,4.84772231547491e-05,6260,-1.16888321618193,0,0
"TRGV5",405,131,6.55010244521955e-06,2.86188203392165e-06,499,-1.16686238359138,0,0
"JCHAIN",1921091,634552,0.0310699823619488,0.0138626944151836,20979,-1.16430796545103,0,0
"P2RY13",304,98,4.916620107029e-06,2.14094991850627e-06,295,-1.16260528406929,0,0
"NCR1",95,29,1.53644378344656e-06,6.33546404455937e-07,119,-1.15760390311047,0,0
"RP11-347I19.7",101,31,1.63348233819056e-06,6.77239259935657e-07,129,-1.15724245619333,0,0
"PRKCA",917,302,1.48307257833737e-05,6.59762117743769e-06,1147,-1.15656361312665,0,0
"RP11-401F2.3",122,38,1.97311727979453e-06,8.30164254114676e-07,155,-1.15624433070778,0,0
"PTGER2",1729,572,2.79632768587274e-05,1.24961566671999e-05,1898,-1.15569987115759,0,0
"SLFN5",3318,1102,5.36623207734283e-05,2.40747633693256e-05,3619,-1.15309364849968,0,0
"SPNS3",696,230,1.12564723503032e-05,5.02467838016778e-06,875,-1.14798139107365,0,0
"CHKA",558,184,9.02458559119138e-06,4.01974270413422e-06,675,-1.14720480024529,0,0
"OR2A1-AS1",130,41,2.10250201945319e-06,8.95703537334256e-07,169,-1.14535518136525,0,0
"GPR171",10795,3613,0.000174588533076901,7.89311434241138e-05,7186,-1.14429172345087,0,0
"CCDC170",85,26,1.37471285887324e-06,5.68007121236358e-07,105,-1.14249868724778,4e-05,0.000105415813191315
"CNNM1",85,26,1.37471285887324e-06,5.68007121236358e-07,111,-1.14249868724778,1e-05,2.79210069444444e-05
"SORL1",2846,953,4.60286211335675e-05,2.08196456360865e-05,3268,-1.14080375476613,0,0
"PRDM1",13016,4369,0.000210508971424636,9.54470427954479e-05,9580,-1.14028376569725,0,0
"ATP8B4",257,84,4.15648476153438e-06,1.83509993014823e-06,316,-1.13725439526001,0,0
"DTHD1",989,331,1.59951884403016e-05,7.23116758189363e-06,1073,-1.13451457844716,0,0
"RNU11",123,39,1.98929037225186e-06,8.52010681854536e-07,159,-1.13396334772267,0,0
"NUDT13",93,29,1.5040975985319e-06,6.33546404455937e-07,120,-1.12880178334003,2e-05,5.43557245458386e-05
"RP11-219A15.1",213,70,3.44486869341176e-06,1.52924994179019e-06,275,-1.12152424572724,0,0
"GPR55",113,36,1.82755944767854e-06,7.86471398634957e-07,145,-1.12062936538285,0,0
"CDV3",4838,1647,7.82454213085733e-05,3.59810664875493e-05,5116,-1.11860698011761,0,0
"MPZL3",717,242,1.15961072919072e-05,5.2868355130461e-06,907,-1.1185185324514,0,0
"CASS4",594,201,9.60681691965534e-06,4.39113197571184e-06,733,-1.11191916397157,0,0
"CACNA1C-AS2",80,25,1.29384739658658e-06,5.46160693496498e-07,103,-1.10910772040243,6e-05,0.000155261464199517
"CDC14A",1328,454,2.14778667833372e-05,9.9182781938964e-06,1627,-1.10691766618679,0,0
"MYADM",4615,1584,7.46388216905882e-05,3.46047415399381e-05,4904,-1.10672503413706,0,0
"NRARP",138,45,2.23188675911185e-06,9.83089248293696e-07,172,-1.10634560197149,0,0
"RP11-223C24.1",175,58,2.83029118003314e-06,1.26709280891187e-06,216,-1.09993284325013,0,0
"CLDN7",160,53,2.58769479317316e-06,1.15786067021258e-06,209,-1.09539719147092,0,0
"ATXN8OS",4205,1458,6.8007853783082e-05,3.18520916447157e-05,4868,-1.09191079481354,0,0
"TRGC1",869,300,1.40544173454217e-05,6.55392832195797e-06,912,-1.08897413286036,0,0
"GLDC",96,31,1.55261687590389e-06,6.77239259935657e-07,121,-1.08832162387526,1e-05,2.79210069444444e-05
"AP000769.1",1181,409,1.91004221921094e-05,8.9351889456027e-06,1506,-1.08751135783442,0,0
"DNAJC27-AS1",93,30,1.5040975985319e-06,6.55392832195797e-07,121,-1.08646292328843,3e-05,8.01786456169506e-05
"RP11-596C23.2",2311,805,3.73760166688948e-05,1.75863743305872e-05,2158,-1.08332928798685,0,0
"GOLGB1",5439,1898,8.796544987543e-05,4.14645198502541e-05,5748,-1.08322358157194,0,0
"SYTL3",8962,3134,0.000144943254602611,6.84667045367209e-05,8262,-1.08090311300704,0,0
"RP11-488L18.10",675,234,1.09168374086993e-05,5.11206409112722e-06,886,-1.0797834009781,0,0
"AC002306.1",258,88,4.17265785399171e-06,1.92248564110767e-06,336,-1.07900433337699,0,0
"FRAT2",155,52,2.5068293308865e-06,1.13601424247272e-06,201,-1.07660076534882,0,0
"LRRC37A2",152,51,2.4583100535145e-06,1.11416781473286e-06,201,-1.07522328602792,0,0
"B3GNT7",331,114,5.35329360337697e-06,2.49049276234403e-06,356,-1.07390127892881,0,0
"CEACAM1",373,129,6.03256348658492e-06,2.81818917844193e-06,480,-1.07141685180811,0,0
"LPIN2",2803,987,4.53331781579022e-05,2.15624241792417e-05,3293,-1.06855152903307,0,0
"NTS",171,58,2.76559881020381e-06,1.26709280891187e-06,158,-1.06772545578079,0.0062,0.0116451386861314
"GOLGA8B",1380,485,2.23188675911185e-05,1.05955174538321e-05,1759,-1.06770712499453,0,0
"HSPBAP1",473,165,7.64987273231814e-06,3.60466057707688e-06,623,-1.06483125066079,0,0
"CTC-425F1.4",619,217,1.00111442310886e-05,4.7406748195496e-06,739,-1.06266618244905,0,0
"FAM118A",2200,778,3.55808034061309e-05,1.6996520781611e-05,2496,-1.06144533994701,0,0
"KLHL23",139,47,2.24805985156918e-06,1.02678210377342e-06,157,-1.05926062765767,3e-05,8.01786456169506e-05
"LIFR",391,137,6.3236791508169e-06,2.99296060036081e-06,250,-1.05441137929794,1e-05,2.79210069444444e-05
"LINC01465",88,29,1.42323213624524e-06,6.33546404455937e-07,115,-1.05417568180417,7e-05,0.000179872178949471
"FOSB",16416,5863,0.000265497485779566,0.000128085605838799,11394,-1.0510072212128,0,0
"TGFBR3L",166,57,2.68473334791715e-06,1.24524638117201e-06,195,-1.04966876312112,0,0
"NRIP1",850,302,1.37471285887324e-05,6.59762117743769e-06,1066,-1.04786615914738,0,0
"ACOT11",82,27,1.32619358150124e-06,5.89853548976217e-07,107,-1.04780779079928,6e-05,0.000155261464199517
"RP11-147L13.12",82,27,1.32619358150124e-06,5.89853548976217e-07,109,-1.04780779079928,5e-05,0.000130513288699533
"CCDC15",121,41,1.9569441873372e-06,8.95703537334256e-07,155,-1.04671448805544,0,0
"MAP7",143,49,2.31275222139851e-06,1.07047495925314e-06,183,-1.0435856947398,0,0
"FAM46C",7957,2858,0.000128689296682993,6.24370904805196e-05,6744,-1.04222869511796,0,0
